epoch,accuracy,loss,val_accuracy,val_loss
0,0.39173999428749084,1.6240571737289429,0.10530000180006027,3.8898191452026367
1,0.5422599911689758,1.2540875673294067,0.16089999675750732,3.6908750534057617
2,0.5977399945259094,1.104509949684143,0.4300999939441681,1.6949429512023926
3,0.6320800185203552,1.0190483331680298,0.5591999888420105,1.287191390991211
4,0.6549199819564819,0.9614014625549316,0.6251000165939331,1.060570478439331
5,0.6715400218963623,0.9152394533157349,0.6675000190734863,0.9534900188446045
6,0.6855999827384949,0.8816279768943787,0.6601999998092651,0.9877066612243652
7,0.6963599920272827,0.8499276638031006,0.692799985408783,0.863113284111023
8,0.7068799734115601,0.8213757872581482,0.7056000232696533,0.8315069079399109
9,0.7134000062942505,0.8040083646774292,0.6787999868392944,0.9193477630615234
10,0.7242000102996826,0.7794138789176941,0.7166000008583069,0.8053522706031799
11,0.7276600003242493,0.7662638425827026,0.733299970626831,0.7598486542701721
12,0.737559974193573,0.7477986216545105,0.7163000106811523,0.7962848544120789
13,0.7421799898147583,0.7282155752182007,0.7365000247955322,0.7377938628196716
14,0.7489200234413147,0.7135704755783081,0.7544999718666077,0.6973611116409302
15,0.7541800141334534,0.7003849148750305,0.7307999730110168,0.7623770236968994
16,0.7560399770736694,0.6907836198806763,0.7348999977111816,0.7628508806228638
17,0.7610999941825867,0.6756542921066284,0.7717999815940857,0.6501498818397522
18,0.7643600106239319,0.6688957810401917,0.7662000060081482,0.6678927540779114
19,0.76774001121521,0.6599467992782593,0.7652000188827515,0.6808705925941467
20,0.7725600004196167,0.6484658718109131,0.7807999849319458,0.620444118976593
21,0.7773600220680237,0.6343892216682434,0.779699981212616,0.6251182556152344
22,0.7762600183486938,0.6344322562217712,0.767799973487854,0.6681475043296814
23,0.7811999917030334,0.6237357258796692,0.7789000272750854,0.6472538709640503
24,0.7831400036811829,0.6154838800430298,0.7864999771118164,0.618757963180542
25,0.7853400111198425,0.609899640083313,0.7781999707221985,0.6384474039077759
26,0.7871800065040588,0.6050879955291748,0.7684000134468079,0.6659687757492065
27,0.7918599843978882,0.5980277061462402,0.7986000180244446,0.5764803886413574
28,0.7918599843978882,0.5953758955001831,0.772599995136261,0.6652487516403198
29,0.792680025100708,0.5902295112609863,0.8019999861717224,0.5787227749824524
