epoch,accuracy,loss,val_accuracy,val_loss
0,0.3530200123786926,1.726776123046875,0.10859999805688858,3.5760104656219482
1,0.5021799802780151,1.3669220209121704,0.18019999563694,3.539121150970459
2,0.55867999792099,1.2233927249908447,0.3215999901294708,2.0208492279052734
3,0.5936999917030334,1.1301703453063965,0.5882999897003174,1.1262470483779907
4,0.6158000230789185,1.0709623098373413,0.5684999823570251,1.1926813125610352
5,0.6287000179290771,1.0234825611114502,0.6021999716758728,1.0854296684265137
6,0.6436200141906738,0.9920969009399414,0.6270999908447266,1.0579955577850342
7,0.6548200249671936,0.9665725827217102,0.6313999891281128,1.0160233974456787
8,0.666379988193512,0.9361653923988342,0.6568999886512756,0.9709082841873169
9,0.6718999743461609,0.9156712293624878,0.6703000068664551,0.9359358549118042
10,0.6783999800682068,0.8965281844139099,0.6877999901771545,0.8705800771713257
11,0.6873199939727783,0.8822088241577148,0.670199990272522,0.9239780306816101
12,0.6928399801254272,0.8662586212158203,0.7010999917984009,0.8499547839164734
13,0.6978999972343445,0.8477797508239746,0.6935999989509583,0.8870486617088318
14,0.7033200263977051,0.8384968638420105,0.6926000118255615,0.8783965110778809
15,0.7075999975204468,0.826340913772583,0.7085000276565552,0.8343141674995422
16,0.7110000252723694,0.8112215399742126,0.7232999801635742,0.7719449996948242
17,0.7147799730300903,0.805648922920227,0.703499972820282,0.8481178879737854
18,0.717739999294281,0.8015325665473938,0.6887000203132629,0.901572048664093
19,0.7223600149154663,0.7855022549629211,0.734499990940094,0.7659052610397339
20,0.7227399945259094,0.7810534238815308,0.6736000180244446,0.9353039264678955
21,0.7248600125312805,0.7760434150695801,0.7494999766349792,0.7109529376029968
22,0.7304999828338623,0.765698254108429,0.7483000159263611,0.7160823941230774
23,0.7338200211524963,0.7568672895431519,0.703000009059906,0.8639249205589294
24,0.7346199750900269,0.7540060877799988,0.7249000072479248,0.780590295791626
25,0.736519992351532,0.7463839054107666,0.7523000240325928,0.7083490490913391
26,0.7374399900436401,0.7448139190673828,0.7285000085830688,0.7838283777236938
27,0.7424399852752686,0.7368083000183105,0.7443000078201294,0.7328413724899292
28,0.7405400276184082,0.7302472591400146,0.7265999913215637,0.7662786841392517
29,0.744159996509552,0.7257132530212402,0.7426999807357788,0.7434496283531189
