epoch,accuracy,loss,val_accuracy,val_loss
0,0.22660000622272491,2.0098447799682617,0.3675000071525574,1.6583656072616577
1,0.4100799858570099,1.5843183994293213,0.42809998989105225,1.5470094680786133
2,0.4657999873161316,1.44088876247406,0.49470001459121704,1.3500587940216064
3,0.5101000070571899,1.3402677774429321,0.5680999755859375,1.189246416091919
4,0.5454800128936768,1.2537511587142944,0.5748000144958496,1.1686736345291138
5,0.571619987487793,1.1862398386001587,0.6129999756813049,1.081539273262024
6,0.5937399864196777,1.1293729543685913,0.6316999793052673,1.0374599695205688
7,0.6121199727058411,1.0812870264053345,0.6462000012397766,1.000597596168518
8,0.6283400058746338,1.0386663675308228,0.6656000018119812,0.9442973732948303
9,0.6453400254249573,1.0004695653915405,0.6682999730110168,0.9428364038467407
10,0.6561999917030334,0.9734706878662109,0.708299994468689,0.8400672078132629
11,0.6683599948883057,0.9419867992401123,0.7010999917984009,0.8540822267532349
12,0.6703400015830994,0.922904908657074,0.6735000014305115,0.9523488283157349
13,0.6832000017166138,0.9058222770690918,0.7222999930381775,0.8040270805358887
14,0.6873400211334229,0.8911141157150269,0.7146000266075134,0.825800895690918
15,0.690779983997345,0.8762974739074707,0.7269999980926514,0.7938418984413147
16,0.699400007724762,0.8584945797920227,0.7084000110626221,0.8492922782897949
17,0.7041599750518799,0.8499528169631958,0.7354999780654907,0.7717167735099792
18,0.7077000141143799,0.8364831209182739,0.733299970626831,0.7685233950614929
19,0.7122399806976318,0.8236450552940369,0.7430999875068665,0.7547250390052795
20,0.7128199934959412,0.8143787384033203,0.7402999997138977,0.761009156703949
21,0.7202399969100952,0.8038625121116638,0.7541999816894531,0.72407066822052
22,0.7218199968338013,0.7993242144584656,0.7325000166893005,0.7861700654029846
23,0.7249600291252136,0.7900833487510681,0.7560999989509583,0.7136345505714417
24,0.7312600016593933,0.7755144238471985,0.7479000091552734,0.7396250367164612
25,0.7289400100708008,0.7726134657859802,0.7484999895095825,0.7379433512687683
26,0.7310199737548828,0.7729916572570801,0.7649999856948853,0.6838630437850952
27,0.7332199811935425,0.7635076642036438,0.7641000151634216,0.6911009550094604
28,0.7357800006866455,0.7622107267379761,0.7601000070571899,0.6907422542572021
29,0.7394400238990784,0.7523056864738464,0.7749999761581421,0.6677460670471191
30,0.7396199703216553,0.7470536828041077,0.7773000001907349,0.6599465608596802
31,0.7404000163078308,0.7407390475273132,0.7580999732017517,0.7141394019126892
32,0.7415000200271606,0.7421470284461975,0.7700999975204468,0.6790403127670288
33,0.7458800077438354,0.7316091656684875,0.7631000280380249,0.6992952227592468
34,0.7468400001525879,0.7248575091362,0.758400022983551,0.7078461050987244
35,0.7484800219535828,0.7224962711334229,0.7681999802589417,0.6717554926872253
36,0.751259982585907,0.7151288986206055,0.7824000120162964,0.6442230343818665
37,0.7523000240325928,0.7139630317687988,0.7615000009536743,0.694974422454834
38,0.7534400224685669,0.7110211849212646,0.7858999967575073,0.6303339600563049
39,0.7571200132369995,0.7098932862281799,0.786899983882904,0.6241225600242615
40,0.7534599900245667,0.7041543126106262,0.788100004196167,0.6212920546531677
41,0.7581400275230408,0.6978057622909546,0.7886999845504761,0.6224406361579895
42,0.7597799897193909,0.6902497410774231,0.7754999995231628,0.6414691209793091
43,0.7595599889755249,0.693334698677063,0.7939000129699707,0.6101207137107849
44,0.7643399834632874,0.6898473501205444,0.7785999774932861,0.6575462818145752
45,0.7620599865913391,0.6881495118141174,0.7882999777793884,0.6336009502410889
46,0.7605000138282776,0.6891019344329834,0.7900000214576721,0.6075118184089661
47,0.7638400197029114,0.6837422847747803,0.7922999858856201,0.6114810705184937
48,0.7655400037765503,0.6773837208747864,0.7943999767303467,0.6162589192390442
49,0.766040027141571,0.6808908581733704,0.7858999967575073,0.632716715335846
50,0.7668799757957458,0.6755853295326233,0.8009999990463257,0.5931514501571655
51,0.7664600014686584,0.679433286190033,0.788100004196167,0.6135079860687256
52,0.7699800133705139,0.6664065718650818,0.7935000061988831,0.6064205765724182
53,0.7672600150108337,0.6702032685279846,0.7908999919891357,0.6276195049285889
54,0.7710000276565552,0.6649117469787598,0.7914999723434448,0.609786331653595
55,0.7694200277328491,0.6695069670677185,0.792900025844574,0.5975109338760376
56,0.7694200277328491,0.6708689332008362,0.7853000164031982,0.6330529451370239
57,0.7720199823379517,0.6617359519004822,0.7926999926567078,0.6086393594741821
58,0.7763800024986267,0.6512368321418762,0.7979999780654907,0.590907633304596
