epoch,accuracy,loss,val_accuracy,val_loss
0,0.42772001028060913,1.545470118522644,0.125900000333786,4.5504560470581055
1,0.5927799940109253,1.1267852783203125,0.19200000166893005,3.7977805137634277
2,0.6512600183486938,0.9794866442680359,0.608299970626831,1.1403275728225708
3,0.6815599799156189,0.896030843257904,0.6363000273704529,1.0807762145996094
4,0.7094200253486633,0.8232263326644897,0.6656000018119812,0.9567814469337463
5,0.7329199910163879,0.7598890066146851,0.7124999761581421,0.8412036895751953
6,0.7497400045394897,0.7093237638473511,0.7663999795913696,0.68625408411026
7,0.7673199772834778,0.6683688163757324,0.7530999779701233,0.71153724193573
8,0.7768800258636475,0.6348761320114136,0.7821999788284302,0.6335101127624512
9,0.787339985370636,0.6085461974143982,0.7506999969482422,0.7401804327964783
10,0.7958800196647644,0.5855926275253296,0.8080000281333923,0.5575855374336243
11,0.8008999824523926,0.5649141073226929,0.8001000285148621,0.5834784507751465
12,0.809939980506897,0.5433738827705383,0.8069999814033508,0.5560464859008789
13,0.8157399892807007,0.528992235660553,0.7924000024795532,0.6119952201843262
14,0.8213599920272827,0.5105205178260803,0.8105000257492065,0.570056676864624
15,0.8259199857711792,0.4966267943382263,0.7781000137329102,0.6422990560531616
16,0.830020010471344,0.4888082444667816,0.8070999979972839,0.5583529472351074
17,0.8343999981880188,0.4719350039958954,0.8319000005722046,0.503398597240448
18,0.8384600281715393,0.4595811367034912,0.8036999702453613,0.5812811851501465
19,0.8406400084495544,0.45262351632118225,0.8361999988555908,0.4823029339313507
20,0.8446000218391418,0.44506001472473145,0.807200014591217,0.5771608948707581
21,0.8499600291252136,0.4303371012210846,0.829800009727478,0.5156252384185791
22,0.8512799739837646,0.4184383451938629,0.8421000242233276,0.47693079710006714
23,0.8501600027084351,0.4225664436817169,0.8176000118255615,0.5378189086914062
24,0.8562600016593933,0.4111178517341614,0.8478000164031982,0.45549070835113525
25,0.8596199750900269,0.39797332882881165,0.8510000109672546,0.44304975867271423
26,0.858519971370697,0.39931344985961914,0.843999981880188,0.4715067744255066
27,0.866320013999939,0.38120952248573303,0.8568000197410583,0.435284286737442
28,0.8655999898910522,0.37994855642318726,0.8537999987602234,0.43810904026031494
29,0.8674799799919128,0.3767668604850769,0.8440999984741211,0.4645734429359436
