epoch,accuracy,loss,val_accuracy,val_loss
0,0.43413999676704407,1.5250266790390015,0.09989999979734421,4.300021171569824
1,0.5960999727249146,1.1189388036727905,0.23070000112056732,3.439898729324341
2,0.6607199907302856,0.9483346343040466,0.6151999831199646,1.0955396890640259
3,0.70278000831604,0.8413444757461548,0.708299994468689,0.8372156023979187
4,0.7345600128173828,0.7591403722763062,0.7389000058174133,0.743903636932373
5,0.7575399875640869,0.6958473324775696,0.7591000199317932,0.7027915120124817
6,0.7723000049591064,0.652777910232544,0.7415000200271606,0.7597722411155701
7,0.7864999771118164,0.6131116151809692,0.7639999985694885,0.7183312177658081
8,0.7966600060462952,0.583513081073761,0.7569000124931335,0.7031753659248352
9,0.8060200214385986,0.5578687787055969,0.8152999877929688,0.550989031791687
10,0.815060019493103,0.5265876650810242,0.816100001335144,0.5464986562728882
11,0.8222399950027466,0.5099722743034363,0.8263999819755554,0.509223461151123
12,0.8277400135993958,0.4905366897583008,0.8127999901771545,0.5522805452346802
13,0.8342400193214417,0.47925233840942383,0.8260999917984009,0.5155436992645264
14,0.8412200212478638,0.4577534794807434,0.8422999978065491,0.4705408811569214
15,0.8440600037574768,0.44734910130500793,0.8277999758720398,0.503205418586731
16,0.8473799824714661,0.4383851885795593,0.8389999866485596,0.4770013093948364
17,0.8519200086593628,0.4224430024623871,0.8472999930381775,0.4575641453266144
18,0.8572999835014343,0.40665170550346375,0.8223000168800354,0.5304291844367981
19,0.8596799969673157,0.40024858713150024,0.8521000146865845,0.4411829113960266
20,0.8651599884033203,0.3887527883052826,0.8323000073432922,0.510822057723999
21,0.8664600253105164,0.38020753860473633,0.855400025844574,0.45237576961517334
22,0.8685799837112427,0.3746607303619385,0.8579999804496765,0.42288705706596375
23,0.8703200221061707,0.3673478066921234,0.8587999939918518,0.4312227964401245
24,0.8752400279045105,0.3570021390914917,0.8503000140190125,0.4590373635292053
25,0.8776000142097473,0.34680449962615967,0.8495000004768372,0.45553985238075256
26,0.8770400285720825,0.3464188277721405,0.8574000000953674,0.43854111433029175
27,0.8801599740982056,0.3436344861984253,0.8526999950408936,0.45743003487586975
28,0.8817999958992004,0.33108776807785034,0.8442999720573425,0.47590765357017517
29,0.883620023727417,0.3271588385105133,0.8640999794006348,0.43356987833976746
