epoch,accuracy,loss,val_accuracy,val_loss
0,0.4359000027179718,1.5213751792907715,0.10010000318288803,4.5944743156433105
1,0.5971999764442444,1.1185705661773682,0.27720001339912415,2.218672752380371
2,0.6570600271224976,0.968137264251709,0.6189000010490417,1.101898193359375
3,0.6901000142097473,0.8690791130065918,0.6972000002861023,0.8739029169082642
4,0.72052001953125,0.7871553301811218,0.7275000214576721,0.778791606426239
5,0.7515199780464172,0.7104134559631348,0.7674000263214111,0.6718629002571106
6,0.76801997423172,0.663335919380188,0.7742000222206116,0.6575005054473877
7,0.7823200225830078,0.6215432286262512,0.7771000266075134,0.6646029949188232
8,0.7955999970436096,0.5878026485443115,0.7832000255584717,0.6206393241882324
9,0.8035600185394287,0.5612146854400635,0.7979000210762024,0.5926983952522278
10,0.8146200180053711,0.5317573547363281,0.8198000192642212,0.5230123996734619
11,0.8215799927711487,0.5112248063087463,0.8133000135421753,0.5600863099098206
12,0.8266599774360657,0.4981245994567871,0.8259000182151794,0.5111275911331177
13,0.8297799825668335,0.48234397172927856,0.8234000205993652,0.5230025053024292
14,0.8374000191688538,0.46309205889701843,0.8414000272750854,0.4817456007003784
15,0.8428800106048584,0.4512755572795868,0.84170001745224,0.4871348738670349
16,0.8463600277900696,0.43934962153434753,0.8385000228881836,0.48258891701698303
17,0.8519600033760071,0.4239853024482727,0.8460000157356262,0.47691094875335693
18,0.8557400107383728,0.414640873670578,0.8180999755859375,0.5289515256881714
19,0.8585000038146973,0.4040725827217102,0.8521999716758728,0.45032986998558044
20,0.860480010509491,0.39614632725715637,0.8496000170707703,0.4571223258972168
21,0.8641999959945679,0.38307812809944153,0.8478000164031982,0.4662582576274872
22,0.868619978427887,0.3762855529785156,0.8393999934196472,0.48813754320144653
23,0.8698199987411499,0.36790165305137634,0.8385999798774719,0.49341392517089844
24,0.8715199828147888,0.3660415709018707,0.8621000051498413,0.42505937814712524
25,0.8733800053596497,0.3585166931152344,0.8431000113487244,0.4733244776725769
26,0.8773400187492371,0.34799307584762573,0.8482999801635742,0.46138671040534973
27,0.8793399930000305,0.3418305516242981,0.8496999740600586,0.4758185148239136
28,0.8822600245475769,0.33512499928474426,0.8529000282287598,0.4565262794494629
29,0.8811200261116028,0.334931880235672,0.8605999946594238,0.44149649143218994
30,0.8847600221633911,0.3276851177215576,0.8597999811172485,0.43529146909713745
31,0.8868799805641174,0.32175979018211365,0.8626999855041504,0.42127904295921326
32,0.8889200091362,0.3112686574459076,0.8650000095367432,0.4285477101802826
33,0.8920199871063232,0.3073403835296631,0.8665000200271606,0.42232656478881836
34,0.8920999765396118,0.3078819513320923,0.858299970626831,0.47311609983444214
35,0.8923799991607666,0.3050919473171234,0.8590999841690063,0.44227334856987
36,0.8938800096511841,0.2994568645954132,0.8712000250816345,0.4087742567062378
37,0.8962000012397766,0.2942236065864563,0.8687000274658203,0.41648539900779724
38,0.8968799710273743,0.28934162855148315,0.8695999979972839,0.4277944266796112
39,0.8976399898529053,0.2878744602203369,0.8629999756813049,0.43039795756340027
40,0.9002599716186523,0.28148454427719116,0.8665000200271606,0.4315667450428009
41,0.9000999927520752,0.28374001383781433,0.8565000295639038,0.4473913609981537
