epoch,accuracy,loss,val_accuracy,val_loss
0,0.31953999400138855,1.807102084159851,0.11729999631643295,2.9838194847106934
1,0.42824000120162964,1.528379201889038,0.10000000149011612,4.804476737976074
2,0.48778000473976135,1.395485281944275,0.28790000081062317,2.323829174041748
3,0.519540011882782,1.316169023513794,0.42170000076293945,1.6632376909255981
4,0.5443800091743469,1.2580631971359253,0.5055000185966492,1.3476957082748413
5,0.5580999851226807,1.2237002849578857,0.5210999846458435,1.3350176811218262
6,0.568560004234314,1.1930813789367676,0.5841000080108643,1.1398162841796875
7,0.5813199877738953,1.1624585390090942,0.5551000237464905,1.2163749933242798
8,0.5913800001144409,1.1387882232666016,0.5943999886512756,1.1210604906082153
9,0.5980799794197083,1.1184393167495728,0.5001999735832214,1.4579801559448242
10,0.603659987449646,1.1024471521377563,0.611299991607666,1.066834807395935
11,0.6114599704742432,1.083418369293213,0.5838000178337097,1.1302409172058105
12,0.6118999719619751,1.0732990503311157,0.6299999952316284,1.0064888000488281
13,0.6212999820709229,1.061721682548523,0.5920000076293945,1.1721354722976685
14,0.624180018901825,1.0501105785369873,0.6319000124931335,1.0374776124954224
15,0.6282200217247009,1.0384726524353027,0.6176000237464905,1.0598196983337402
16,0.6309199929237366,1.0309605598449707,0.6238999962806702,1.043928861618042
17,0.6363800168037415,1.020688772201538,0.642799973487854,0.9871119260787964
18,0.6369199752807617,1.0152145624160767,0.6272000074386597,1.0322147607803345
19,0.6394000053405762,1.0094542503356934,0.6534000039100647,0.9689912796020508
20,0.6470800042152405,0.9952380657196045,0.6344000101089478,1.0350366830825806
21,0.6438999772071838,0.9940214157104492,0.6029999852180481,1.1351842880249023
22,0.6487799882888794,0.9863168001174927,0.6133999824523926,1.1052896976470947
23,0.652239978313446,0.9787640571594238,0.6407999992370605,0.9884395599365234
24,0.6510400176048279,0.9794033765792847,0.6518999934196472,0.9773305654525757
25,0.6564800143241882,0.9682028293609619,0.6644999980926514,0.930859386920929
26,0.6549800038337708,0.9680696129798889,0.6769000291824341,0.9042696356773376
27,0.6577799916267395,0.9601153135299683,0.6270999908447266,1.0536203384399414
28,0.6586800217628479,0.9568507075309753,0.607699990272522,1.1152132749557495
29,0.6604800224304199,0.9535073637962341,0.6348999738693237,1.0454360246658325
